name,brand,price_raw,price_clean,old_price_clean,discount_percentage,rating_score,review_count,category,image,url
M10 Storm Jacket,Patagonia,"379,95 €",379.95,379.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3170-0811_pic1_1.jpg,https://www.bergfreunde.de/patagonia-m10-storm-jacket-regenjacke/
Women's Alta Vista Rain Jacket,The North Face,"136,46 €",136.46,174.95,22.0,3.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4422-0311_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-alta-vista-rain-jacket-regenjacke/
MountainWool60 JokkmokkSt. Hoody,Stoic,"ab 85,48 €",85.48,189.95,55.0,4.9,7,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6563-0311_pic1_1.jpg,https://www.bergfreunde.de/stoic-mountainwool60-jokkmokkst-hoody-isolationsjacke/
Women's Dawner Knitted Cardigan,Passenger,"75,95 €",75.95,75.95,0.0,4.7,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-2861-0111_pic1_1.jpg,https://www.bergfreunde.de/passenger-womens-dawner-knitted-cardigan-freizeitjacke/
Fast Trek II Full Zip Fleece,Columbia,"ab 32,97 €",32.97,59.95,45.0,4.7,34,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-0397-4411_pic1_1.jpg,https://www.bergfreunde.de/columbia-fast-trek-ii-full-zip-fleece-fleecejacke/
Evolve No Season Windbreaker,Shimano,"66,48 €",66.48,189.95,65.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_051-1259-0111_pic1_1.jpg,https://www.bergfreunde.de/shimano-evolve-no-season-windbreaker-fahrradjacke/
Women's Zohra Jacket,Craghoppers,"127,46 €",127.46,169.95,25.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-2921-0111_pic1_1.jpg,https://www.bergfreunde.de/craghoppers-womens-zohra-jacket-freizeitjacke/
"Women's SilvaHe. 2,5L Rain Jacket",Heber Peak,"84,47 €",84.47,129.95,35.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5355-0111_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-silvahe-25l-rain-jacket-regenjacke/
Women's Belfast,Alvivo,"81,38 €",81.38,219.95,63.0,4.2,152,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-2843-0211_pic1_1.jpg,https://www.bergfreunde.de/alvivo-womens-belfast-daunenjacke/
Women's Aukea,Nordisk,"449,95 €",449.95,449.95,0.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4223-0511_pic1_1.jpg,https://www.bergfreunde.de/nordisk-womens-aukea-mantel/
Summit Futurefleece Fullzip Hoodie,The North Face,"120,86 €",120.86,154.95,22.0,4.8,10,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-3697-1411_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-summit-futurefleece-fullzip-hoodie-fleecejacke/
Women's Set The Tone Jacket,Billabong,"111,76 €",111.76,129.95,14.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-2408-0211_pic1_1.jpg,https://www.bergfreunde.de/billabong-womens-set-the-tone-jacket-freizeitjacke-bf/
Women's Scenic Recycled Knitted Cardigan,Passenger,"70,36 €",70.36,79.95,11.99,3.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6089-0311_pic1_1.jpg,https://www.bergfreunde.de/passenger-womens-scenic-recycled-knitted-cardigan-cardigan/
Ultimate Dryo Jacket,Scott,"287,96 €",287.96,319.95,10.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-7073-0311_pic1_1.jpg,https://www.bergfreunde.de/scott-ultimate-dryo-jacket-skijacke/
PACR Emergency Jacket,GripGrab,"109,95 €",109.95,109.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_051-1411-0111_pic1_1.jpg,https://www.bergfreunde.de/gripgrab-pacr-emergency-jacket-fahrradjacke/
Women's Kaise GTX Jacket,Haglöfs,"209,97 €",209.97,299.95,30.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4319-0211_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-womens-kaise-gtx-jacket-regenjacke/
Women's Jacket Explorair 3L,Scott,"ab 119,98 €",119.98,299.95,60.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-6262-0511_pic1_1.jpg,https://www.bergfreunde.de/scott-womens-jacket-explorair-3l-skijacke/
Women's Nano Puff Jacket,Patagonia,"ab 125,97 €",125.97,199.95,37.0,4.6,18,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-6000-0411_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-nano-puff-jacket-kunstfaserjacke/
Women's Daisy,Save the Duck,"139,58 €",139.58,178.95,22.0,4.2,18,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-3011-0911_pic1_1.jpg,https://www.bergfreunde.de/save-the-duck-womens-daisy-kunstfaserjacke/
Women's Jacket Explorair Light Dryo 2.5L,Scott,"132,56 €",132.56,169.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4456-0711_pic1_1.jpg,https://www.bergfreunde.de/scott-womens-jacket-explorair-light-dryo-25l-regenjacke/
Kid's Junior Frankie Full Zip,Regatta,"29,97 €",29.97,49.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-7786-0311_pic1_1.jpg,https://www.bergfreunde.de/regatta-kids-junior-frankie-full-zip-fleecejacke/
Mountain Athletics Hooded Wind Jacket,The North Face,"98,96 €",98.96,109.95,10.0,5.0,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-3154-0111_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-mountain-athletics-hooded-wind-jacket-softshelljacke/
Alpine Start Hoody,Black Diamond,"ab 148,16 €",148.16,189.95,22.0,4.5,13,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_018-0278-0311_pic1_1.jpg,https://www.bergfreunde.de/black-diamond-alpine-start-hoody-windjacke/
Keb Jacket,Fjällräven,"260,36 €",260.36,309.95,16.0,4.1,34,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-1478-0411_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-keb-jacket-freizeitjacke/
Micro D Jacket,Patagonia,"119,95 €",119.95,119.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-5914-0411_pic1_1.jpg,https://www.bergfreunde.de/patagonia-micro-d-jacket-fleecejacke/
Alto Guide Hardshell Hooded Jacket,Mammut,"249,56 €",249.56,319.95,22.0,4.5,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3764-0311_pic1_1.jpg,https://www.bergfreunde.de/mammut-alto-guide-hardshell-hooded-jacket-regenjacke/
Women's Basic Light Blouson Jacket,Mazine,"103,16 €",103.16,119.95,14.0,4.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-2947-0311_pic1_1.jpg,https://www.bergfreunde.de/mazine-womens-basic-light-blouson-jacket-freizeitjacke/
Women's Moana,Nordisk,"ab 249,98 €",249.98,499.95,50.0,4.5,11,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4227-0511_pic1_1.jpg,https://www.bergfreunde.de/nordisk-womens-moana-mantel/
Kid's MerinoFleece270 KuolpaLightSt. Zip Hoody,Stoic,"54,97 €",54.97,99.95,45.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-6661-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-kids-merinofleece270-kuolpalightst-zip-hoody-merinohoodie/
MerinoFleece260 FlenSt. Jacket,Stoic,"98,97 €",98.97,179.95,45.0,4.4,12,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6569-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-merinofleece260-flenst-jacket-merinojacke/
Kid's Seiland Jacket,Trollkids,"ab 36,44 €",36.44,47.95,24.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-5393-0611_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-seiland-jacket-fleecejacke/
Women's Oslo 2L Shell Coat,Bergans,"182,56 €",182.56,219.95,17.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5225-0211_pic1_1.jpg,https://www.bergfreunde.de/bergans-womens-oslo-2l-shell-coat-mantel/
Cyclone Jacket VI,Vaude,"95,96 €",95.96,119.95,20.0,4.7,23,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-2019-0411_pic1_1.jpg,https://www.bergfreunde.de/vaude-cyclone-jacket-vi-softshelljacke/
Kids Sortland Jacket,Trollkids,"ab 21,97 €",21.97,39.95,45.01,4.6,14,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_704-1558-3111_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-sortland-jacket-hoodie/
Kid's Oppdal Jacket XT Exclusive,Trollkids,"ab 34,16 €",34.16,37.95,9.99,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-6894-0111_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-oppdal-jacket-xt-exclusive-fleecejacke/
Women's Merino 260 Quantum IV L/S Zip,Icebreaker,"159,96 €",159.96,199.95,20.0,4.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-5157-0411_pic1_1.jpg,https://www.bergfreunde.de/icebreaker-womens-merino-260-quantum-iv-l-s-zip-merinojacke/
MountainWool200 StorboSt. Hoody,Stoic,"62,98 €",62.98,179.95,65.0,4.8,24,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-5915-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-mountainwool200-storbost-hoody-kunstfaserjacke/
Women's Micro D Fleece Hoody,Patagonia,"ab 52,78 €",52.78,109.95,52.0,4.5,6,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-5880-0111_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-micro-d-fleece-hoody-fleecejacke/
Women's Diversion Merino Wind Jacket,Mons Royale,"175,96 €",175.96,199.95,12.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_151-0735-0411_pic1_1.jpg,https://www.bergfreunde.de/mons-royale-womens-diversion-merino-wind-jacket-fahrradjacke/
Kid's Junior Newhill,Regatta,"35,97 €",35.97,59.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-7789-0411_pic1_1.jpg,https://www.bergfreunde.de/regatta-kids-junior-newhill-fleecejacke/
Downpour Mountain Jacket,Rab,"179,96 €",179.96,199.95,10.0,5.0,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3519-0311_pic1_1.jpg,https://www.bergfreunde.de/rab-downpour-mountain-jacket-regenjacke/
Girl's Sogndal Jacket,Trollkids,"ab 34,16 €",34.16,44.95,24.0,4.9,10,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-2685-0411_pic1_1.jpg,https://www.bergfreunde.de/trollkids-girls-sogndal-jacket-fleecejacke/
Women's Jacket Sunna Denim,DEDICATED,"ab 139,95 €",139.95,139.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-2441-0211_pic1_1.jpg,https://www.bergfreunde.de/dedicated-womens-jacket-sunna-denim-freizeitjacke/
MerinoBlend SaplingHe. II Jacket,Heber Peak,"53,98 €",53.98,119.95,55.0,4.5,6,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6152-0311_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-merinoblend-saplinghe-ii-jacket-freizeitjacke/
Pouring Adventure III Jacket,Columbia,"ab 44,98 €",44.98,99.95,55.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3136-0711_pic1_1.jpg,https://www.bergfreunde.de/columbia-pouring-adventure-iii-jacket-regenjacke/
Women's Patchy Jacket,Iriedaily,"ab 109,16 €",109.16,129.95,16.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-2159-0311_pic1_1.jpg,https://www.bergfreunde.de/iriedaily-womens-patchy-jacket-freizeitjacke/
Women's CrownHe. Zip Jacket,Heber Peak,"32,97 €",32.97,59.95,45.0,4.3,9,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6846-0211_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-crownhe-zip-jacket-fleecejacke/
Kid's Printed Lever II,Regatta,"47,97 €",47.97,79.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-7794-0211_pic1_1.jpg,https://www.bergfreunde.de/regatta-kids-printed-lever-ii-regenjacke/
Women's Jacket Reflective,CMP,"ab 47,96 €",47.96,59.95,20.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_151-0843-0111_pic1_1.jpg,https://www.bergfreunde.de/cmp-womens-jacket-reflective-fahrradjacke/
Women's Bergtagen Stretch Jacket,Fjällräven,"ab 223,96 €",223.96,279.95,20.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-2883-0211_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-womens-bergtagen-stretch-jacket-softshelljacke/
Women's Keb Lätt Wind Jacket,Fjällräven,"127,46 €",127.46,149.95,15.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0442-0111_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-womens-keb-laett-wind-jacket-windjacke/
Women's Makalu Jacket,Mountain Equipment,"399,95 €",399.95,399.95,0.0,3.4,5,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-3602-0211_pic1_1.jpg,https://www.bergfreunde.de/mountain-equipment-womens-makalu-jacket-regenjacke/
NybroSt. Windbreaker Jacket with Hood,Stoic,"77,97 €",77.97,119.95,35.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_018-0416-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-nybrost-windbreaker-jacket-with-hood-windjacke/
Women's Breeze Proof Jacket,Haglöfs,"147,38 €",147.38,188.95,22.0,4.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4381-0211_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-womens-breeze-proof-jacket-regenjacke/
Xenair Alpine Light Jacket,Rab,"182,56 €",182.56,219.95,17.0,4.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-5292-0611_pic1_1.jpg,https://www.bergfreunde.de/rab-xenair-alpine-light-jacket-kunstfaserjacke/
Kid's Houdini Jacket,Patagonia,"89,95 €",89.95,89.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_718-0064-0311_pic1_1.jpg,https://www.bergfreunde.de/patagonia-kids-houdini-jacket-windjacke/
Merino260 StadjanSt. Hoody,Stoic,"76,48 €",76.48,169.95,55.0,4.5,153,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-3489-1511_pic1_1.jpg,https://www.bergfreunde.de/stoic-merino260-stadjanst-hoody-merinohoodie/
Seceda 3L Jacket,Ortovox,"ab 310,76 €",310.76,369.95,16.0,3.5,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3537-0411_pic1_1.jpg,https://www.bergfreunde.de/ortovox-seceda-3l-jacket-hardshelljacke/
Full Zip Jacket 400,Woolpower,"168,44 €",168.44,215.95,22.0,4.7,78,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-0369-0711_pic1_1.jpg,https://www.bergfreunde.de/woolpower-full-zip-jacket-400-wolljacke/
Halo Raincover,Halo,"89,95 €",89.95,89.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3954-0111_pic1_1.jpg,https://www.bergfreunde.de/halo-halo-raincover-regenjacke/
Trollveggen Warm3 Jacket,Norrøna,"218,95 €",218.95,218.95,0.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6809-0111_pic1_1.jpg,https://www.bergfreunde.de/norroena-trollveggen-warm3-jacket-fleecejacke/
Kid's Junior Hooded Hillpack,Regatta,"47,97 €",47.97,79.95,40.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-7788-0511_pic1_1.jpg,https://www.bergfreunde.de/regatta-kids-junior-hooded-hillpack-kunstfaserjacke/
Kid's King II,Regatta,"20,97 €",20.97,34.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-7791-0211_pic1_1.jpg,https://www.bergfreunde.de/regatta-kids-king-ii-fleecejacke/
Women's Treeline Shell Parka,Peak Performance,"265,95 €",265.95,265.95,0.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5115-0111_pic1_1.jpg,https://www.bergfreunde.de/peak-performance-womens-treeline-shell-parka-regenjacke/
Women's Falketind Thermo40 Hood,Norrøna,"248,95 €",248.95,248.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-5002-0211_pic1_1.jpg,https://www.bergfreunde.de/norroena-womens-falketind-thermo40-hood-kunstfaserjacke/
Women's Wisper Insulated Jacket,Jack Wolfskin,"119,98 €",119.98,239.95,50.0,5.0,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-6524-0111_pic1_1.jpg,https://www.bergfreunde.de/jack-wolfskin-womens-wisper-insulated-jacket-kunstfaserjacke/
Kid's Micro D Snap-T Jacket,Patagonia,"89,95 €",89.95,89.95,0.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-4106-2211_pic1_1.jpg,https://www.bergfreunde.de/patagonia-kids-micro-d-snap-t-jacket-fleecejacke/
DalslandSt. Wind Jacket,Stoic,"53,97 €",53.97,89.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_018-0417-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-dalslandst-wind-jacket-windjacke/
Women's Trace 2.5L Jacket,Ortovox,"258,06 €",258.06,289.95,11.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5289-0211_pic1_1.jpg,https://www.bergfreunde.de/ortovox-womens-trace-25l-jacket-regenjacke/
Girl's Bryggen 3in1 Jacket,Trollkids,"ab 83,56 €",83.56,109.95,24.0,4.7,14,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-2231-1611_pic1_1.jpg,https://www.bergfreunde.de/trollkids-girls-bryggen-3in1-jacket-doppeljacke/
Roc Sight GTX Jacket,Haglöfs,"350,18 €",350.18,448.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3539-0211_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-roc-sight-gtx-jacket-regenjacke/
Women's NybroSt. Windbreaker with Hood,Stoic,"77,97 €",77.97,119.95,35.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0481-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-nybrost-windbreaker-with-hood-windjacke/
Women's Vardag Anorak,Fjällräven,"176,36 €",176.36,209.95,16.0,4.8,18,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-1221-0911_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-womens-vardag-anorak-freizeitjacke/
Women's TNF Cyclone Wind Jacket,The North Face,"ab 97,71 €",97.71,114.95,15.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0300-0211_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-tnf-cyclone-wind-jacket-windjacke/
Women's Fast Trek II Jacket,Columbia,"46,76 €",46.76,59.95,22.0,4.7,23,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-2789-0511_pic1_1.jpg,https://www.bergfreunde.de/columbia-womens-fast-trek-ii-jacket-fleecejacke-bf/
Women's Naturerush Pile Long Full Zip,Peak Performance,"156,35 €",156.35,156.35,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-7132-0211_pic1_1.jpg,https://www.bergfreunde.de/peak-performance-womens-naturerush-pile-long-full-zip-fleecejacke/
Women's DalslandSt. Wind Jacket,Stoic,"53,97 €",53.97,89.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0482-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-dalslandst-wind-jacket-windjacke/
CrownHe. Knit Jacket,Heber Peak,"29,98 €",29.98,59.95,49.99,4.5,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6688-0111_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-crownhe-knit-jacket-fleecejacke/
Lumiko Hooded Jacket,Mountain Equipment,"77,96 €",77.96,99.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-7031-0211_pic1_1.jpg,https://www.bergfreunde.de/mountain-equipment-lumiko-hooded-jacket-fleecejacke-bf/
Kid's Jacket Fix Hood WP,CMP,"38,96 €",38.96,49.95,22.0,5.0,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-4491-0711_pic1_1.jpg,https://www.bergfreunde.de/cmp-kids-jacket-fix-hood-wp-regenjacke/
Girls Oppdal Jacket XT,Trollkids,"ab 28,84 €",28.84,37.95,24.01,4.8,9,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-2388-1311_pic1_1.jpg,https://www.bergfreunde.de/trollkids-girls-oppdal-jacket-xt-fleecejacke/
Softshell Jacket Style Mirusha,Schöffel,"116,96 €",116.96,149.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-3177-0111_pic1_1.jpg,https://www.bergfreunde.de/schoeffel-softshell-jacket-style-mirusha-softshelljacke/
Women's SylvaHe. Loose Coat,Heber Peak,"89,98 €",89.98,199.95,55.0,4.5,35,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4118-0411_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-sylvahe-loose-coat-mantel/
